,Title,Lyrics,Unnamed: 0
164,Elektryczne nożyce ,"Elektryczne nożyce z gór 
W kosmosie nie ma większych 
A oni zjednoczeni razem lecą 
Oni powracają tą samą drogą 

Taka jest moja koncepcja 
Tak ja to widzę 
Oni - wadliwi myśliwi 
Ja jestem prawdziwy myśliwy 
Taka jest moja koncepcja 
Tak ja to widzę 
Oni - wadliwi myśliwi 
Ja jestem prawdziwy myśliwy 

Więc strzeżcie się wszyscy źli 
Strzeżcie się wy i wy, i wy 
A oni zjednoczeni razem lecą 
Oni powracają tą samą drogą 

Taka jest moja koncepcja 
Tak ja to widzę 
Oni - wadliwi myśliwi 
Ja jestem prawdziwy myśliwy 
Taka jest moja koncepcja 
Tak ja to widzę 
Oni - wadliwi myśliwi 
Ja jestem prawdziwy myśliwy 

Pokój w naszych czasach 
Tak, będzie pokój w naszych czasach 
Ty wiesz, ja wiem 
Nie chcę czynić niczego złem 

Taka jest moja koncepcja 
Tak ja to widzę 
Oni - wadliwi myśliwi 
Ja jestem prawdziwy myśliwy 
Taka jest moja koncepcja 
Tak ja to widzę 
Oni - wadliwi myśliwi 
Ja jestem prawdziwy myśliwy 

Elektryczne nożyce z gór 
W kosmosie nie ma większych 
A oni zjednoczeni razem lecą 
Oni powracają tą samą drogą 

Więc strzeżcie się wszyscy źli 
Strzeżcie się wy i wy, i wy 
A oni zjednoczeni razem lecą 
Oni powracają tą samą drogą.",49.0
165,Fali ,"Widziałem to już raz, stał w bramie
Mówił, że zna mnie
Zakrzyknął do grubego, potem jechał drogą
Furgonetką czerwoną
A piękny to był czas, te wszystkie brudy
Z dala od nas
A gdy znudziły go pytania, w samolot wsiadł
I poleciał w świat

I minął jeden czas, dawne uczucia
Mieszają się przeczuciami
Co tu w programie
Bo ja leżę z kotami
Znowu piękny to był czas, te wszystkie brudy
Z dala od nas
A jeśli znudzą cię pytania, w samolot wsiądź
I wyjedź stąd

Pewnej nocy tak zdarzyło się, że wróciłem
W okolicy wszyscy spali
Zjadłem coś, wypiłem i poczekałem
By polecieć dalej",50.0
166,Fear of the Dark ,"I am a man who walks alone 
And when I'm walking a dark road 
At night or strolling through the park 

When the light begins to change 
I sometimes feel a little strange 
A little anxious when it's dark 

Fear of the dark, fear of the dark 
I have a constant fear that something's always near 
Fear of the dark, fear of the dark 
I have a phobia that someone's always there 

Have you run your fingers down the wall 
And have you felt your neck skin crawl 
When you're searching for the light? 
Sometimes when you're scared to take a look 
At the corner of the room 
You've sensed that something's watching you 

Fear of the dark, fear of the dark
I have a constant fear that something's always near
Fear of the dark, fear of the dark
I have a phobia that someone's always there 

Have you ever been alone at night 
Thought you heard footsteps behind 
And turned around and no one's there? 
And as you quicken up your pace 
You find it hard to look again 
Because you're sure there's someone there 

Fear of the dark, fear of the dark
I have a constant fear that something's always near
Fear of the dark, fear of the dark
I have a phobia that someone's always there 

Watching horror films the night before 
Debating witches and folklores 
The unknown troubles on your mind 
Maybe your mind is playing tricks 
You sense, and suddenly eyes fix 
On dancing shadows from behind 

Fear of the dark, fear of the dark
I have a constant fear that something's always near
Fear of the dark, fear of the dark
I have a phobia that someone's always there 

Fear of the dark, fear of the dark
I have a constant fear that something's always near
Fear of the dark, fear of the dark
I have a phobia that someone's always there 

When I'm walking a dark road 
I am a man who walks alone.",51.0
167,"Fever, fever, fever ","One day I smack your face,
This is the time for you to raise,
One day mother with teen,
if you know baby what I fuckin' mean
One day mother and father
there is the time for another camper
One day going under
There is the time for you's to come there

Fever fever fever
Fever fever fever
Fever fever fever
Fever fever fever

One day adventure
this is a name of a Catherine Hell
One day scaffer Latin
if you know baby what I fuckin' mean
One day chwycę cię za rogi i przygniotę do podłogi
One day mother and father
there is the time for another camper

Fever fever fever
Fever fever fever
Fever fever fever
Fever fever fever

One day Chicago Bulls,
this is the time for another rules
One day Tony Iommi
this is the time for chłopy te chłopy (?)
One day telewizja kłamie
telewizja mnie nie złamie
One day going under
This is the time for you's to come there

Fever fever fever
Fever fever fever
Fever fever fever
Fever fever fever ...",52.0
168,Forum internetowe ,"Czy sprzedał się już? Czy dopiero ma? 
Oto pytanie, które stawiam wam 
A czemu gdy był, to nic tylko spał? 
Ze mną co lubię go gadać nic nie chciał 
A czemu to gra? A tamtego nie? 
Chyba nas wszystkich nic nie szanuje 
Jaki był kiedy pił? Jaki był kiedy grał? 
Czy to ten człowiek sam czy może różni dwaj? 

A ile ma lat? Ile mamony ma? 
To na biednego nie trafiło, dobrze tak 
A po co mu dom, a po co mu Bóg 
Tak kombinuje czynić wokół siebie huk 

Czy takim mnie chcesz jakim ja jestem sam? 
Czy chcesz mnie takim jakim ty byś chciał? 
Czy takim mnie znasz jakim ja siebie znam? 
Czy znasz mnie takim jakim ja bym chciał 
Abyś mnie takim znał, abyś mnie takim miał 
Abym na półce taki wśród twych rzeczy stał? 
Czy takim mnie chcesz? I co o mnie wiesz? 
By mieć mnie takim jakim ty sam chcesz? 

Dużo tak, po co tak? Nawet kiedy coś, a? 
Nie lepsze będzie niż ostatnie razy dwa 
Bo czemu to złe? Dlaczego by nie? 
O gustach przecież ciągle dyskutuje się 

Czy takim mnie chcesz, jakim ja jestem sam? 
Czy chcesz mnie takim jakim ty byś chciał? 
Czy takim mnie znasz jakim ja siebie znam? 
Czy znasz mnie takim jakim ja bym chciał 
Abyś mnie takim miał, abyś mnie takim znał 
Abym na półce taki w twoich rzeczach stał? 
Czy takim mnie chcesz? I co o mnie wiesz 
By mieć mnie takim jakim ty sam chcesz?",53.0
169,Gaz na ulicach ,"Gaz gaz gaz gaz gaz gaz, gaz na ulicach 
Gaz gaz gaz gaz gaz gaz, gaz na ulicach 
Gaz gaz gaz gaz gaz gaz, gaz na ulicach 
Gaz gaz gaz gaz gaz gaz, gaz na ulicach 

Widziałem na ulicy gaz 
Gaz gaz, gaz na ulicach 
Widziałem na ulicy gaz 
Gaz gaz, gaz na ulicach 
Na ulicach Babilonu gaz 
Gaz gaz, gaz na ulicach 
Na ulicach Babilonu gaz 
Gaz gaz, gaz na ulicach 

Gaz gaz gaz gaz gaz gaz, gaz na ulicach 
Gaz gaz gaz gaz gaz gaz, gaz na ulicach 
Gaz gaz gaz gaz gaz gaz, gaz na ulicach 
Gaz gaz gaz gaz gaz gaz, gaz na ulicach 
Gaz gaz gaz gaz gaz gaz, gaz na ulicach 

Uwaga, na ulicy gaz 
Gaz gaz, gaz na ulicach 
Uwaga, na ulicy gaz 
Gaz gaz, gaz na ulicach 
Uważaj, na ulicy gaz 
Gaz gaz, gaz na ulicach 
gaz gaz gaz gaz gaz gaz gaz gaz gaz gaz gaz gaz... 

Gaz gaz gaz gaz gaz gaz, gaz na ulicach | 12x",54.0
170,Gdy nie ma dzieci ,"Jedna flaszka, druga flaszka i też trzecia, kurde bele, leci 
Dom stoi zupełnie pusty nocą kurzą się dookoła rupiecie 
Wracamy chwiejnym krokiem po okrążeniu nad ranem 
Po schodach na piechotę raczej rady nie damy 

Wyjechali na wakacje wszyscy nasi podopieczni 
Gdy nie ma dzieci w domu - to jesteśmy niegrzeczni 
Wyjechali na wakacje wszyscy nasi podopieczni 
Gdy nie ma w domu dzieci - to jesteśmy niegrzeczni 

Trasa bardzo dobrze znana od jednego baru do baru 
Poznaje się tych albo owych i mamy troszeczkę kataru*
Jeśli wiesz o czym ja mówię. Natomiast zupełnym rankiem 
Wychylam patrząc tępo ostatnią bez gazu szklankę, he 

Wyjechali na wakacje wszyscy nasi podopieczni 
Gdy nie ma w domu dzieci, to jesteśmy niegrzeczni 
Wyjechali na wakacje wszyscy nasi podopieczni 
Gdy nie ma w domu dzieci - to jesteśmy niegrzeczni 

Jeszcze kilka dni i nocy, i wszystko wróci do normy 
Będziemy zorganizowani i poważni, uczesani i przezorni 
Jednak jeszcze dzisiaj i jutro, pojutrze i popojutrze 
Pozwól nocy kochana, życiu nosa utrzeć 

Wyjechali na wakacje wszyscy nasi podopieczni 
Gdy nie ma w domu dzieci - to jesteśmy niegrzeczni 
Wyjechali na wakacje wszyscy nasi podopieczni 
Gdy nie ma w domu dzieci - to jesteśmy niegrzeczni 

Tak, wyjechali na wakacje wszyscy nasi podopieczni 
Gdy nie ma w domu dzieci - to jesteśmy niegrzeczni 
Wyjechali na wakacje wszyscy nasi podopieczni 
Gdy nie ma w domu dzieci - to jesteśmy niegrzeczni.

* aluzja do wciągania nosem kokainy",55.0
171,Gdy spadnie śnieg ,"Haa!
To nie taka sprawa jest prosta,
kiedy pytasz czy możesz tutaj zostać.
Bo bo!
Bo kto nie słyszał tej opowieści,
temu niech kto inny ją streści.
Czy.
Czy wolisz widzieć mnie w mundurze,
czy wolisz widzieć mnie bez munduru?

Za mundurem panny sznurem,
szuruburu, black you churu?

To nie jest taka sprawa prosta,
i nie wiem czy ty aby temu sprostasz.
W końcu chyba każdy chciałby z radarem, 
móc zatrzymać auto nowe i stare.
Poza tym, nie masz wąsów,
a w drogowej policji, wszyscy od czasów prohibicji,
noszą wąsy na pamiątke zdarzenia, 
które dzisiaj strach nawet jest oceniać.

Gdy spadnie śnieg,
to do ciebie od razu będę biegł.
Gdy spadnie śnieg,
to ofiarą mrozu zrobi ciebie starą?
Gdy spadnie śnieg,
ja daleko stąd wyjadę w ciepłe kraje.
Gdy spadnie śnieg
Gdy spadnie śnieg

To nie taka jest sprawa czytelna,
choć jej bohater to osoba dzielna.
W końcu nie każden jeden,
jeden w policji na wielce żyznej trasie katowickiej.
Stałby z wąsami, albo bez wąsów
chętnie przecież to może być zimna zima
A i zimą miały miejsce zdarzenia,
po których trafiłbym do więzienia.

Gdy spadnie śnieg,
to do ciebie od razu będę biegł.
Gdy spadnie śnieg,
to ofiarą mrozu zrobi ciebie starą?
Gdy spadnie śnieg,
ja daleko stąd wyjadę w ciepłe kraje.
Gdy spadnie śnieg
Gdy spadnie śnieg
Gdy spadnie śnieg
Gdy spadnie śnieg
Gdy spadnie śnieg
Gdy spadnie śnieg",56.0
172,"Gdziekolwiek idę, z Tobą chce iść ","Everywhere I go, I wanna go with You
Everywhere I go, I wanna go with You
Just everywhere I go, I wanna go with You tonight
Only this night
Everywhere I go, I wanna go with You

Cause it's true I love You
Cause it's true I love You

Everywhere I go, I wanna go with You
Everywhere I go, I wanna go with You
Just everywhere I go, I wanna go with You tonight
Only this night
Everywhere I go, I wanna go with You

Cause it's true I love You
Cause it's true I love You

Cause it's true I love You
Cause it's true I love You
Cause it's true I love You",57.0
173,Generał Ferreira ,"Taki czas zdarza się raz na sto lat 
 I musisz godnie go przywitać 
 W domu musisz zrobić porządek 
 Odpowiadać tym, co będą pytać 
 Czy wiesz ile jest teraz pracy? 
 To ponad ludzkie siły 
 Więc mów nam, gdzie Twój syn 
 Musimy porozmawiać z nim 

 Oddaj go nam... 
 Oddaj go nam... 
 Oddaj go nam... 
 Oddaj go nam... 

 Ci ludzie co biorą Ci mamę i mnie 
 Ci ludzie co biorą Ci dom 
 Ci ludzie co biorą całą Twoją pracę 
 Ci ludzie co dają Ci broń 
 Ci ludzie co biorą Ci mamę i mnie 
 Ci ludzie co biorą Twój dom 
 Ci ludzie co biorą całe Twoje życie 
 Chcą podać Ci swoją dłoń 

 To rząd oficjalny, system totalitarny 
 Rząd oficjalny, dobrze skonstruowany 
 Rząd oficjalny, system totalitarny 
 Rząd oficjalny zawsze totalitarny 

 Taki czas zdarza się raz na sto lat 
 Musimy wszystko przygotować 
 Wszystko dokoła przypilnować 
 I Ty przecież nam pomożesz 
 W naszym domu każdy brud trzeba odszukać 
 I Ty z nami brudu szukaj 
 I Ty może jeszcze o tym nie wiesz 
 Lecz Ty będziesz z nami brudu szukać 

 Oddaj go nam... 
 Oddaj go nam... 
 Oddaj go nam... 
 Oddaj go nam... 

 Ci ludzie co biorą Ci mamę i mnie 
 Ci ludzie co biorą Ci dom 
 Ci ludzie co biorą całą Twoją pracę 
 Ci ludzie co dają Ci broń 
 Ci ludzie co biorą Ci mamę i mnie 
 Ci ludzie co biorą Twój dom 
 Ci ludzie co biorą całe Twoje życie 
 Chcą podać Ci swoją dłoń 

 To rząd oficjalny, system totalitarny 
 Rząd oficjalny, dobrze skonstruowany 
 Rząd oficjalny, system totalitarny 
 Rząd oficjalny, on zawsze totalitarny, tak 

 Ci ludzie co biorą Ci mamę i mnie 
 Ci ludzie co biorą Ci dom 
 Ci ludzie co biorą całe Twoje życie 
 Ci ludzie co dają Ci broń 
 Ci ludzie co biorą Ci mamę i mnie 
 Ci ludzie co biorą Twój dom 
 Ci ludzie co biorą całe Twoje życie 
 Chcą podać Ci swoją dłoń 

 To rząd oficjalny, system totalitarny 
 Rząd oficjalny, dobrze skonstruowany 
 Rząd oficjalny, system totalitarny 
 Rząd oficjalny, on zawsze totalitarny jest..",58.0
174,Gigantyczna koncentracja ,"Coraz silniej ja z wiekiem to czuję
Wiem, że Bozia nie obroni mnie
Gigantycznej koncentracji potrzebuję

Coraz mocniej ja z wiekiem to wiem
Gigantyczna koncentracja czeka mnie
Wiem, że Bozia nie obroni mnie

I krańce z boku
I jeden cel
I ja mam Cię na oku
Ty rządź i dziel
Naprawię, co zepsułem
Niejeden z nas
Na Boga czeka trujący gaz
Niewiara jest potworna
Niewiara jest torturą
Modlitwa nie ma końca
Tortura jest torturą, którą...

Wiem, że Bozia nie obroni mego domu
Jeśli ja nie zechcę bronić go tu sam
Gigantycznej koncentracji falochronu jak
Używam, używam tak jak mam
Używam, używam tak jak mam

Coraz mocniej ja z wiekiem to wiem
A czy z wiedzą tą mi dobrze czy też źle
Gigantyczna koncentracja czeka mnie

Co mam w sobie dobrego
Policzę i wam dam
Niewiara jest dlatego
Że chciałbym to, co mam

Coraz mocniej ja z wiekiem to czuję
Wiem, że Bozia nie obroni mnie
Gigantycznej koncentracji potrzebuję

I krańce z boku
I jeden cel
Chociażby jeden w roku dzień
Naprawię, co zepsułem
Niejeden z nas
Na Boga czeka trujący gaz
Niewiara jest udręką
Niewiara męką jest
Modlitwa bez początku
Niewiara jak kara jest

Coraz mocniej ja z wiekiem to wiem
Gigantyczna koncentracja czeka mnie
Wiem, że Bozia mnie nie uratuje

Wiem, że Bozia nie obroni mego domu
Jeśli ja nie zechcę bronić go tu sam
Gigantycznej koncentracji falochronu jak
Używam, używam tak jak mam
Używam, używam tak jak mam

I krańce z boku
I jeden cel
Samotny i w rynsztoku
Posunę się
Naprawię, co zepsułem
Niejeden z nas
Na Boga czeka trujący gaz

Coraz mocniej ja z wiekiem to wiem
A czy z wiedzą tą mi dobrze czy też źle
Gigantyczna koncentracja czeka mnie",59.0
175,Goopya peezda ,"Głupia pizdo, za to co zrobiłaś, więcej ręki ci nie podam 
To co robisz, w świecie w którym żyjesz - pewnie wielu się podoba 

Nie kochaj rzeczy, które z tego świata są i w nim są 
Nie patrzaj w blask, który świeci, bo świeci odbiciem tylko 

On jest chory, on jest zarażony, on jest zakażony tobą 
Twoja dusza, twoje całe ciało - tak, na zatracenie wiodą 

Nie kochaj rzeczy, które z tego świata są i w nim są 
Nie patrzaj w blask, który świeci, bo świeci odbiciem tylko 

Stare czasy, stare dobre czasy - one nigdy już nie wrócą 
Rzeczy które, które mi zrobiłaś - z moim światem tak się kłócą 

Nie kochaj rzeczy, które z tego świata są i w nim są 
Nie patrzaj w blask, który świeci, bo świeci odbiciem tylko.",60.0
176,Grosstanz ,"Wielki taniec, ostatni taniec, ostatni taniec tego świata 
Wielki taniec, ostatni taniec, świat bawi się umierając 
Wielki taniec, ostatni taniec, ostatni taniec tego świata 
Wielki taniec, ostatni taniec, świat bawi się umierając 

Co się narodziło z ciała - to ciałem jest 
A co się narodziło z ducha - duchem jest 
Co się narodziło z ducha - duchem jest! 
Co się narodziło z ciała - ciałem jest! 

Teraz odbywa się sąd nad tym światem 
Teraz władca tego świata będzie wyrzucony 
Teraz odbywa się sąd nad tym światem 
Teraz odbywa się sąd nad tym światem 
Teraz odbywa się sąd nad tym światem 
Teraz władca tego świata będzie wyrzucony! 

Kto miłuje życie swoje - utraci je 
A kto nienawidzi życia swego, zachowa je ku żywotowi wiecznemu 
Kto miłuje życie swoje - utraci je! 
A kto nienawidzi życia swego, zachowa je ku żywotowi wiecznemu! 

Bo większa będzie radość w niebie 
Z jednego grzesznika co się opamiętał 
Niż z setki sprawiedliwych, którzy opamiętania nie potrzebują 
Większa będzie radość w niebie 
Z jednego grzesznika co się opamiętał 
Niż z setki sprawiedliwych, którzy opamiętania nie potrzebują 

Wielki taniec, ostatni taniec, świat bawi się umierając 
Grosstanz! 
Grosstanz! 
Grosstanz! 
Grosstanz! 

Die Matrosen von Kronstadt 
Alle tanzen Grosstanz 
Die Lehrerin auf Karl Marx Stadt 
Sie tanzt Grosstanz auch 
Die Matrosen von Kronstadt 
Alle tanzen Grosstanz 
Die Lehrerin auf Karl Marx Stadt 
Sie tanzt Grosstanz auch 

Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 

Das ist der Mord ueber ein Welt 
Grosstanz das ist eine schreckliche Edil 
Und seine schreckliche Edil haben die ganzen Planeten 
Und sie aber sie wuessten seinen Planeten nicht genau 

Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 
Alle tanzen Grosstanz! 

Grosstanz! 
Grosstanz! 
Grosstanz! 
Volkstanz! 
Grosstanz! 
Grosstanz! 
Grosstanz! 
Volkstanz! 

Każdy kto się wywyższa będzie poniżony 
A każdy kto się poniża będzie wywyższony 
Każdy kto się wywyższa będzie poniżony 
A każdy kto się poniża będzie wywyższony! 

Albowiem gdzie jest skarb wasz, tam będzie i serce wasze 
Albowiem gdzie jest skarb wasz, tam będzie i serce wasze! 
Tam będzie i serce wasze! 
Tam będzie i serce wasze! 
A bądźcie gotowi, bo Syn Człowieczy 
Wróci o takiej godzinie, której się nie spodziewacie 
A bądźcie gotowi, 
Bo Syn Człowieczy 
Bo Syn Człowieczy 
Bo Syn Człowieczy 
Wróci o takiej godzinie, której się nie spodziewacie! 

Tak było jest i będzie, kto ma oczy do słuchania niechaj słucha! 
Tak było jest i będzie, kto ma 
Tak było jest i będzie, kto ma 
Tak było jest i będzie, kto ma 
Tak było jest i będzie, kto ma 
Tak było jest i będzie, kto ma oczy, uszy do słuchania niechaj słucha! 

Grosstanz! 
Grosstanz! 
Grosstanz! 
Volkstanz! 
Grosstanz! 
Grosstanz! 
Grosstanz! 
Volkstanz! 
Grosstanz! 
Grosstanz! 
Grosstanz! 
Volkstanz! 
Grosstanz! 
Grosstanz! 
Grosstanz! 
Volkstanz! 

Wielki taniec, wielki taniec, wielki taniec 
Ostatni taniec 
Wielki taniec, wielki taniec, wielki taniec 
Ostatni taniec 
Wielki taniec, wielki taniec, wielki taniec 
Ostatni taniec 
Wielki taniec, wielki taniec, wielki taniec 
Ostatni taniec 
Taniec! 
",61.0
177,Grzesznik ,"Ściągnąłem księdzu sygnet z palca 
Gdy obok mnie usiadł na wersalce 
A gdy potem upił się winem 
Wstrzyknąłem mu w nogę lidokainę 

Bo jestem grzesznikiem i o tym wiem 
O tym wiem, że jestem grzesznikiem 
Jestem grzesznikiem i o tym wiem 
O tym wiem, że jestem grzesznikiem 

Wierzę w rzeczy co się nie kończą 
To co dobrze widać szybko się skończy 
Wszystko na tym świecie minie 
A moje słowo nie przeminie 

By włożyć Ci obrączkę na palec 
Spowiednika okłamałem 
Potem skopałem Olafa z Berlina 
Ledwo się na nogach utrzymał 

Bo jestem grzesznikiem i o tym wiem 
Grzesznikiem jestem tak to wiem 
Jestem grzesznikiem i o tym wiem 
Grzesznikiem jestem tak to wiem 

Jestem świętym - czy ta różnica 
Taka różnica mnie nie zachwyca 
Jestem świętym - taka różnica 
Taka różnica mnie nie zachwyca 

Jaaaaa jestem grzesznikiem i o tym wiem 
O tym wiem, że jestem grzesznikiem 
Jestem grzesznikiem i o tym wiem 
O tym wiem, że jestem grzesznikiem 

Jestem świętym - taka różnica 
Taka różnica mnie nie zachwyca 
Jestem świętym - taka różnica 
Taka różnica mnie nie zachwyca 

Kto ma rozum, ten często błądzi 
Kto ciągle szuka winy ten zabłądzi 
Niech życie płynie zgodnie z własnym sumieniem 
Kierując się odruchu sercem 

Ja, ja, ja jestem grzesznikiem i o tym wiem 
O tym wiem, że jestem grzesznikiem 
Jestem grzesznikiem i o tym wiem 
Grzesznikiem jestem tak to wiem.",62.0
178,Gwiazda szeryfa ,"Zabłysła gwiazda, szeryfa znak 
W zaroślach szmer, to banda zbirów czai się tak 
Źrenicą patrzą w siebie lufy dwie 
Papierowe miasto pali się! 

U wrót czterema kopytami zarył się koń, 
Zarobił kulkę Bill gdy Bessie śmiała się doń 
Ten western przecież dobrze z życia każdy zna 
Gdy szczęście blisko to zza węgła pada strzał. 

O szeryf, szeryf - o le, le, le 
Do olster sięgnij i pokonaj moce złe 
Bo dobro trwalsze jest od skał 
W wszystko zło przepada, gdy twój zagrzmi strzał. 

Do świtu jeszcze wiele godzin, wiele snów 
A w domu tyle niepotrzebnych drętwych mów 
Przyzywa zimnym blaskiem neonowych łun 
Na rogu ofiar i obrońców bar saloon. 

To banda pije, wszak ich znasz 
Patrz jak fałszywie się uśmiecha każda twarz 
Ty razem z nimi brzęknij w szkło 
Czekając na szeryfa, co wypleni zło. 

Gdzie jesteś szeryf, Gdzie? Gdzie? Gdzie? 
Nie pozwól nam do końca rozczarować się 
To przecież dobro trwalsze miało być od zła 
A nocy mrok miał krócej trwać od świateł dnia. 
Szeryfów nie ma, nie nie nie nie nie 
Nie zagrzmią złote kolby, banda naprzód prze 
Cierpliwa kropla drąży skały złom 
Tornado wyje ciemną nocą chwieje się dom 
Bum! 

Kup bilet i na western spiesz 
Gdy się nie cieszysz życiem, to się śmiercią ciesz 
A kiedy błysną światła, zmilknie kamer szum 
Spójrz na ulicę - to szeryfów stąpa tłum. 
Obejmij dłonią kolbę, palcem zmacaj spust 
Bądź czujny i nic nie mów, ani pary z ust 
Choć nawet zegar dziejów bije smutny ton 
To twoje serce prawdę mówi a nie on. 

O szeryf, szeryf, ty trzymaj się 
Tak bardzo dobrze nie jest, ale nie jest źle 
Pamiętaj bez zbytecznych słów 
Dopóki żyjesz możesz walić z obu luf 
Bum! bum! 

O szeryf, szeryf, a ty trzymaj się 
Tak bardzo dobrze nie jest, ale nie jest źle 
Pamiętaj bez zbytecznych słów 
Dopóki żyjesz możesz walić z obu luf.",63.0
179,"Hej, czy nie wiecie ","Widziałem, wyrywali sobie ścierwo zębami 
Widziałem, grozili sobie karabinami 
Widziałem, podawali sobie z uśmiechem dłonie 
Widziełem, siadali na tronie w koronie 
Widziałem, chodzili po sobie butami 
Widziałem, jeździli po sobie czołgami 

Hej, czy nie wiecie, nie macie władzy na świecie 
Hej, czy nie wiecie, nie macie władzy na świecie 
Hej, czy nie wiecie, nie macie władzy na świecie 
Hej, czy nie wiecie, nie macie władzy na świecie 
Hej, czy nie wiecie, nie, nie, nie macie władzy 
Hej, czy nie wiecie, nie wasza władza na świecie 
Hej, czy nie wiecie, nie macie władzy na świecie 
Hej, czy nie wiecie, na świecie! 

Widziałem, podawali sobie z uśmiechem dłonie 
Widziałem, siadali na tronie w koronie 
Widziałem, chodzili po sobie butami 
Widziałem, jeździli po sobie czołgami 
Widziałem, wyrywali sobie ścierwo zębami 
Widziałem, grozili sobie karabinami 

Hej, czy nie wiecie, nie macie władzy na świecie 
Hej, czy nie wiecie, nie macie władzy na świecie 
Hej, czy nie wiecie, nie macie władzy na świecie 
Hej, czy nie wiecie, nie macie władzy na świecie 
Hej, czy nie wiecie, nie, nie, nie macie władzy 
Hej, czy nie wiecie, nie wasza władza na świecie 
Hej, czy nie wiecie, nie macie władzy na świecie 
Hej, czy nie wiecie, na świecie!",64.0
180,Henryk Wujek ,"Po jednej stronie stali wałkonie, po drugiej przeciwległej stali chuje 
Pomiędzy nimi siedzieli imbecyle i to właśnie do nich mówił Henryk Wujek 
Mówił wyraźnie i bardzo powoli, imbecyle jednak nic nie rozumieli 
""Papież przyjedzie i pobłogosławi"" - na Wujka mowę swą odpowiedź mieli 

Czy to normalne? Czy tak się teraz dzieje? 
Że prosto w oczy moje mi się śmiejesz? 
Czy to normalne? Czy czasy tak stanowią? 
Że w moim domu na mój dywan plują? 

Wałkonie spali lub gazety czytali, po drugiej stronie zapanował chaos 
Rozeszły się wieści, że dawać będą jeszcze, tyle ile do kieszeni się zmieści 
Henryk Wujek próżno o spokój błagał, w tym bajzlu nikt go słuchać nie chciał 
Zrezygnowany w końcu opuścił swoje włości, cofnął się w imię solidarności i miłości 

Czy to normalne? Czy tak się teraz dzieje? 
Że prosto w oczy z moich praw się śmiejesz? 
Czy to normalne? Czy to są czasu znaki? 
Że uczą mnie jak kochać swe dzieciaki? 

Czy to normalne? Czy tak się teraz dzieje? 
Że prosto w oczy z moich praw się śmiejesz? 
Czy to normalne? Czy to są czasu znaki? 
Że uczą mnie jak kochać swe dzieciaki? 

Czy to normalne? Czy tak się teraz dzieje? 
Że prosto w oczy moje mi się śmiejesz? 
Czy to normalne? Czy czasy tak stanowią? 
Że w moim domu na mój dywan plują? 

Czy to normalne? Czy tak się teraz dzieje? 
Że prosto w oczy z moich praw się śmiejesz? 
Czy to normalne? Czy to są czasu znaki? 
Że uczą mnie jak kochać swe dzieciaki?",65.0
181,Historia pewnej miłości ,"Opowiem wam jeszcze jedną z życia historię 
Na tym brudnym podwórku w bramie kiedyś stał człowiek 
Był starszy ode mnie o jakieś cztery lata 
Umarł, zanim pomoc nadjechała 
Miał córkę. Zostawił ją samą 
W mieszkaniu na parterze ale z kiblem na zewnątrz 
Płakała po nocach, a i proszki połykała 
Nie wiem ile lat miała, lecz nie taka znów mała 

Mieszkała długo sama. Ten dom tu jest typowy 
Kiedyś drzwi źle zamknęła, wracał jeden z zabawy 
Był jak świnia pijany, ujrzał światło jak w celi 
W sieni stała się kobietą. ale wbrew swej woli 
Modliła się potem by coś złego go spotkało 
Jakby ją wysłuchano. niedługo go dopadło 
Trzech żuli z naprzeciwka 
Kopali go w głowę, aż przestał oddychać 
Wtedy poszli w swoją stronę 

To jest historia nieznana 
A jakby gdzieś... 
A jakby gdzieś zasłyszana... 

Mieszkała ciągle sama, ale ciepła pragnęła 
Może nada się ten chłopak, którego widziała 
Kilka razy tu ostatnio 
Wydawał się lepszy niż ci wszyscy menele 
Tutaj starsi i młodsi 
Zagadał do niej. gdy po mleko stała 
Tak się jakoś ułożyło. że niedługo się pobrali 
Szybko córkę urodziła, wtedy bił on coraz więcej 
I tłukł ją jak worek im dłużej byli razem 

Lat parę znów minęło, to tutaj normalne 
Przyzwyczajono się, że tam na dole płacz i wrzaski 
I w ciągu paru lat postarzała się o wieki 
I trzęsła się gdy słyszała jego kroki 
Aż pewnej nocy gdy zaległ nieprzytomny 
Zarżnęła go nożem do krojenia chabaniny 
Radiowóz ją zabrał nazajutrz rano 
Tylko córka jej została w tym mieszkaniu sama... 

To jest... To jest historia nieznana 
A jakby gdzieś... a jakby gdzieś zasłyszana 
Jakby jakby gdzieś słyszana 
To jest historia... to jest historia nieznana 
Jak co już kiedyś było, pani zabiła pana 
Pani, pani, pani zabiła pana 
To jest, to jest, to jest historia nieznana 
A jakby gdzieś zasłyszana 
Pani zabiła pana 
To historia zasłyszana.",66.0
