,Title,Lyrics
31,Friends ,"Bright light almost blinding
Black night still there shining
I can't stop, keep on climbing
Looking for what I knew
Had a friend, she once told me
You got love, you ain't lonely
Now she's gone and left me only
Looking for what I knew

Mmm, I'm telling you now
The greatest thing you ever can do now
Is trade a smile with someone who's blue now
It's very easy just

Met a man on the roadside crying
Without a friend, there's no denying
You're incomplete, they'll be no finding
Looking for what you knew
So anytime somebody needs you
Don't let them down, although it grieves you
Some day you'll need someone like they do
Looking for what you knew

Mmm, I'm telling you now
The greatest thing you ever can do now
Is trade a smile with someone who's blue now
It's very easy just
I'm telling you now
The greatest thing you ever can do now
Is trade a smile with someone who's blue now
It's very easy, It's very easy
It's very easy, It's easy, easy, yeah"
32,Gallows Pole ,"Hangman, hangman, hold it a little while,
Think I see my friends coming, Riding a many mile.
Friends, did you get some silver?
Did you get a little gold?
What did you bring me, my dear friends, To keep me from the Gallows Pole?
What did you bring me to keep me from the Gallows Pole?

I couldn't get no silver, I couldn't get no gold,
You know that we're too damn poor to keep you from the Gallows Pole.
Hangman, hangman, hold it a little while,
I think I see my brother coming, riding a many mile.
Brother, did you get me some silver?
Did you get a little gold?
What did you bring me, my brother, to keep me from the Gallows Pole?

Brother, I brought you some silver,
I brought a little gold, I brought a little of everything
To keep you from the Gallows Pole.
Yes, I brought you to keep you from the Gallows Pole.

Hangman, hangman, turn your head awhile,
I think I see my sister coming, riding a many mile, mile, mile.
Sister, I implore you, take him by the hand,
Take him to some shady bower, save me from the wrath of this man,
Please take him, save me from the wrath of this man, man.

Hangman, hangman, upon your face a smile,
Pray tell me that I'm free to ride,
Ride for many mile, mile, mile.

Oh, yes, you got a fine sister, She warmed my blood from cold,
Brought my blood to boiling hot To keep you from the Gallows Pole,
Your brother brought me silver, Your sister warmed my soul,
But now I laugh and pull so hard And see you swinging on the Gallows Pole

Swingin' on the gallows pole!"
33,Going To California ,"Spent my days with a woman unkind, 
Smoked my stuff and drank all my wine.
Made up my mind to make a new start, 
Going to California with an aching in my heart. 
Someone told me there's a girl out there 
With love in her eyes and flowers in her hair. 

Took my chances on a big jet plane, 
Never let them tell you that they're all the same. 
The sea was red and the sky was grey, 
Wondered how tomorrow could ever follow today. 
The mountains and the canyons started to tremble and shake,
As the children of the sun began to awake. 

Seems that the wrath of the Gods 
Got a punch on the nose and it started to flow; 
I think I might be sinking. 
Throw me a line if I reach it in time,
I'll meet you up there where the path 
Runs straight and high. 

To find a queen without a king, 
They say she plays guitar and cries and sings... la la la 
Ride a white mare in the footsteps of dawn 
Tryin' to find a woman who's never, never, never been born. 
Standing on a hill in my mountain of dreams, 
Telling myself it's not as hard, hard, hard as it seems."
34,Good Times Bad Times ,"In the days of my youth
I was told what it means to be a man
Now I've reached the age
I've tried to do all those things the best I can
No matter how I try
I find my way to the same old jam

Good times, bad times
You know, I had my share
When my woman left home with a brown eyed man
Well, I still don't seem to care

Sixteen I fell in love
With a girl as sweet as could be
Only took a couple of days 'till she was rid of me
She swore that she would be all mine and love me till the end
When I whispered in her ear
I lost another friend, oh

Good times, bad times...

I know what it means to be alone
I sure do wish I was at home
I don't care what the neighbors say
I'm gonna love you each and every day
You can feel the beat within' my heart
Realize, sweet babe, we ain't ever gonna part"
35,Hats Off To (Roy) Harper ,"When I done quit hollerin' baby, I believe I'll shake 'em on down 
Get my babe, won't be late, You know by that I mean seconds late 
Ah, must I holler, Must I shake 'em on down, 
Well I've been mistreated, babe, I believe I'll shake 'em on down. 
Well I ain't no monkey. I can't climb no tree, 
No brown skin woman gonna make no monkey out of me, 
I ain't no monkey, Sure can't climb no tree, 
I been mistreated babe I believe I'll shake 'em on down, 
Well I've been mistreated babe I believe I'll shake 'em on down. 

Listen mama, Put on your mornin' gown' 
Put in your nightshirt Mama we gonna shake 'em down 
Must I holler? Must I shake 'em on down? 

Gave my baby a twenty dollar bill, 
If that don't get her, Sure my shot, shot, shot-gun will, 
Yeah, I gave my baby a twenty dollar bill, 
If that don't get that woman, I'm sure my shot-gun will."
36,Heartbreaker ,"Hey fellas, have you heard the news? You know that Annie's back in town? 
It won't take long just watch and see how the fellas lay their money down. 
Her style is new but the face is the same as it was so long ago, 
But from her eyes, a different smile like that of one who knows. 

Well, it's been ten years and maybe more since I first set eyes on you. 
The best years of my life gone by, here I am alone and blue. 
Some people cry and some people die by the wicked ways of love; 
But I'll just keep on rollin' along with the grace of the Lord above. 

People talkin' all around 'bout the way you left me flat, 
I don't care what the people say, I know where their jive is at. 
One thing I do have on my mind, if you can clarify please do, 
It's the way you call me by another guy's name when I try to make love to you. 
I try to make love but it ain't no use. 

Work so hard I couldn't unwind, get some money saved; 
Abuse my love a thousand times, however hard I tried. 
Heartbreaker, your time has come, can't take your evil way; 
Go away, Heartbreaker."
37,Hello Mary Lou ,"I said hello Mary Lou, goodbye heart
Sweet Mary Lou, I'm so in love with you
I knew, Mary Lou, we'd never part
So hello Mary Lou, goodbye heart

Passed me by one sunny day,
Thought of those big brown eyes my way
Ooh, I never did see you before 
I'm not one that gets around,
Swear my feet stuck to the ground
Ooh, I never did see you before 

I said hello, Mary Lou, ah, goodbye heart
Sweet Mary Lou, I'm so in love with you
I knew, Mary Lou, we'd never part
So hello Mary Lou, goodbye heart
(Rock it, rock it, rock it!)

I saw your lips, I heard your voice,
Believe me, I just had no choice
Wild horses couldn't make me stay away
I'm not one that gets around,
Swear my feet stuck to the ground
Ooh, I never did see you before 

I said hello, Mary Lou, ah, goodbye heart
Sweet Mary Lou, I'm so in love with you
I knew, Mary Lou, we'd never part
So hello Mary Lou, goodbye heart
I said hello Mary Lou, goodbye heart"
38,Hey Hey What Can I Do ,"Wanna tell you about the girl I love 
My she looks so fine 
She's the only one that I been dreamin' of 
Maybe someday she will be all mine 
I wanna tell her that I love her so 
I thrill with her every touch 
I need to tell her she's the only one I really love 

I got a woman, wanna ball all day 
I got a woman, she won't be true, no 
I got a woman, stay drunk all the time 
I said I got a little woman and she won't be true 

Sunday morning when we go down to church 
See the menfolk standin' in line 
I said they come to pray to the Lord 
With my little girl, looks so fine 
In the evening when the sun is sinkin' low 
Everybody's with the one they love 
I walk the town, Keep a-searchin' all around 
Lookin' for my street corner girl 

I got a woman, wanna ball all day 
I got a woman, she won't be true, no no 
I got a woman, stay drunk all the time 
I said I got a little woman and she won't be true 

In the bars, with the men who play guitars 
Singin', drinkin' and rememberin' the times 
My little lover does a midnight shift 
She followed around all the time 
I guess there's just one thing a-left for me to do 
Gonna pack my bags and move on my way 
Cause I got a worried mind 
Sharin' what I thought was mine 
Gonna leave her where the guitars play 

I got a woman, she won't be true, no no 
I got a woman, wanna ball all day 
I got a woman, stay drunk all the time 
I got a little woman and she won't be true 

(Hey hey what can I do) 

I said she won't be true 

(Hey Hey, What can I say?) 

Hey hey, what can I do 
I got a woman, she won't be true 
Lord, hear what I say 
I got a woman, wanna ball all day"
39,Hot Dog ,"Well I just got into town today 
To find my girl who's gone away 
She took the Greyhound at the General Store 
I searched myself I searched the town 
When I finally did sit down 
I find myself no wiser than before 

She said we couldn't do no wrong 
No other love could be so strong 
She locked up my heart in her bottom drawer 
Now she took my heart she took my keys 
From in my old blue dungarees 
And I'll never go to Texas anymore 

* Chorus: Now my baby's gone I don't know what to do 
She took my love and walked right out the door 
And if I ever find that girl I know one thing for sure 
I'm gonna give her something like she never had before 

I took her love at seventeen 
A little late these days it seems 
But they said heaven is well worth waiting for 
I took her word I took it all 
Beneath the sign that said ""U-haul"" 
She left angels hangin round for more 

Chorus 

I thought I had it all sewn up 
Our love, a plot, a pick-up truck 
But folks said she was after something more 
I never did quite understand 
All that talk about rockin' bands 
But they just rolled my doll right out the door 
Oh yeah, they just rolled my doll right out the door!"
40,Hots On For Nowhere ,"I was burned in the heat of the moment, 
Though it couldn't have been the heat of the day 
When I learned how my time had been wasted, 
(And a) tear fell as I turned away

Now I've got friends who will give me their shoulder, 
Event I should happen to fall
Time and his bride growing older 
I've got friends who will give me fuck all 

(On the) corner of Bleeker and nowhere 
In the land of not quite day 
A shiver runs down my backbone 
Face in the mirror turns grey

So (I) looked round to hitch up the reindeer
Searching hard trying to brighten the day
I turned around to look for the snowman 
To my surprise he'd melted away. 

As the moon and the stars call the order
Inside my tides dance the ebb and sway
The sun in my soul's sinking lower
While the hope in my hands turns to clay 
I don't ask that my field's full of clover
I don't moan at opportunity's door
And if you ask my advice, take it slower
Then your story'd be your finest reward. 

Lost on the path to attainment 
Search in the eyes of the wise 
When I bled from the heart of the matter 
I started bleeding without a disguise 

Now everything's fine under heaven
Now and then you've got to take time to pause 
When you're down on the ground, don't be messin' around 
Or you'll land in a boat without oars 
Hey babe, Hey babe, Hey babe, 
I lost my way. 

Hey babe, Hey babe, 
I don't know where I'm gonna find it. 

Hey babe, Hey babe, 
Do you wanna know, 
Do you really, really, wanna help me, yeah? 

Let me tell you now, babe 
Let me tell you 
That it feels so good that it must be right 

Now my babe, 
Let me tell you 
That it feels so good that it must be right..."
41,Houses Of The Holy ,"Let me take you to the movies. Can I take you to the show 
Let me be yours ever truly. Can I make your garden grow 

From the houses of the holy, we can watch the white doves go 
From the door comes Satan's daughter, and it only goes to show. You know. 

There's an angel on my shoulder, In my hand a sword of gold 
Let me wander in your garden. And the seeds of love I'll sow. You know. 

So the world is spinning faster. Are you dizzy when you're stoned 
Let the music be your master. Will you heed the master's call 
Oh... Satan and man. 

Said there ain't no use in crying. Cause it will only, only drive you mad 
Does it hurt to hear them lying? Was this the only world you had? Oh-oh 

So let me take you, take you to the movie. Can I take you, baby, to the show. 
Why don't you let me be yours ever truly. Can I make your garden grow 
You know."
42,How Many More Times ,"How Many More Times, treat me the way you wanna do? -X2 
When I give you all my love, please, please be true. 

I'll give you all I've got to give, rings, pearls, and all. -X2 
I've got to get you together baby, I'm sure, sure you're gonna crawl. 

(spoken) 
I was a young man, I couldn't resist 
Started thinkin' it all over, just what I had missed. 
Got me a girl and I kissed her and then and then... 
Whoops, oh Lordy, well I did it again. 
Now I got ten children of my own 
I got another child on the way that makes eleven. 
But I'm in constant heaven. 
I know it's all right in my mind 
'Cause I got a little schoolgirl and she's all mine 
I can't get through to her 'cause it doesn't permit 
But I'm gonna give her everything I've got to give. 

Oh, Rosie, oh, girl. -X2 
Steal away now, steal away -X2 
Little Robert Anthony wants to come and play. 

Well they call me the hunter, that's my name. 
They call me the hunter, that's how I got my fame. 
Ain't no need to hide, Ain't no need to run. 
'Cause I've got you in the sights of my..........gun! 

How Many More Times, barrelhouse all night long. -X2 
I've got to get to you, baby, baby, please come home."
43,Hungry For Love ,"I'm so hungry, so hungry for love
I'm so hungry, so hungry for love
What's the use of worryin'
You don't care about the mood I'm in

I just want to spend every week
Every day, every hour with you
Oh won't you change your mind and be a little kind
I'm so hungry for love

Please remember and I'll feel so glad
There were times when you made me feel bad
What's the use of worryin'
You don't care about the mood I'm in

I just want to spend every week
Every day, every hour with you
Oh, won't you change your mind and be a little kind
I'm so hungry for love
I'm so hungry for love"
44,Hush Little Baby ,"Hush little baby
Don't you cry
Papa's gonna sing you a lullaby

Hush little baby
Don't say a word
Papa's gonna bring you baby a mocking bird

And if that mocking bird won't sing well
Papa's gonna buy you a diamond ring

If that ring don't shine
It would break this heart of mine"
45,"I Can't Quit You, Baby ","Ohhh, I can't quit you, baby
So I'm gonna put you down for awhile
I said I can't quit you, baby
I guess I'm gonna have to put you down for awhile
Said you messed up my happy home
Made me mistreat my only child

Said you know I love you, baby
My love for you I could never hide
Oh, you know I love you, baby
My love for you I could never hide
Oh, when I feel you near me, little girl
I know you are my one desire

[Guitar Solo]

When you hear me moaning and groaning
You know it hurts me deep down inside
Oh, when you hear me moaning and groaning, baby
You know it hurts me deep down inside
Oh, when you hear me holler, baby
You know you're my one desire
Yes, you are"
46,I Gotta Move ,"I told you baby
Long time ago
I don't want no woman
Baby, mess around my door
I gotta move
Baby, baby, baby, I got to move
I don't want you messin' woman
I don't want your foolin' round with me.

Hey.
I told you baby
Once upon a time
You would be my woman
Said oh, you'll be mine
But that is alright
That's alright, alright
Whoa that is alright baby
Treat me wrong tonight.

Whoa, don't want you baby
Always foolin' round with me
Oh no no no no
I don't want my baby
Always foolin' round with me
She tries to make me leave her
Always get away from me."
47,I'll Never Get Over You ,"I'll never get over you
No I'll never get over you
I just can't cheat
Never  see her anymore
Whoah no no

It wasn't so long ago
That you told me you love me so
Then you went and said goodbye
And found another guy
I, i, i, i

I know someday
Somewhere I'll find
One love to take your place
One love to take your place

But in the meantime

I'll never get over you
No I'll never get over you
I just can't cheat
Never see her anymore
Whoah no no"
48,I'm a Man ,"I see the writing
On the wall
I see you baby
Gonna make you feel small
Sweet darlin'
Ooh you gotta be mine
I'm gonna love you baby
For about a hours time

Cause I'm a man
Spelled m
Spelled a
Spelled n
Yes I'm a man
I'm a man
Oooh

I was motivated


Back in town
I saw a cadillac sign sayin'
No money down
So I eased my breaks
And I pulled in my ford
I've gotta have that car
I go ridin' down the road

Mmm let me say it again
Ahh yeah let me tell you again

When I was a little boy
A-not but five years old
A-my mother told me son
A-you got a lotta lovin' in the fold
'cause you gonna be a man
A-you're gonna be a man
A-you're gonna be a man, a you're gonna be be be a man"
49,I'm Gonna Crawl ,"Oh she's my baby
Let me tell you why
Hey, she drives me crazy
She's the apple of my eye
Because she is my girl
And she can never do wrong
If I dream too much at night
Somebody please bring me down

Hey, I love that little lady
I got to be her fool
Ain't no other like my baby
I can break the golden rule
Because I get down on my knees
Oh, I pray that love won't die
And if I always try to please
I don't know the reason why, yeah

If she would come back, only stay with me
Every little bit, every little bit
Every little bit of my love, I give to you girl
Every little bit, every little bit
Every little bit, every little
Every little bit of my love
Hit me!

I don't have to go by plane
I ain't gotta go by car
I don't care just where my darling is
People, I just don't care how far
I'm gonna crawl, now
I'm gonna crawl, now
I don't care if I got to go back home
I don't care what I got to stand again, babe
I'm gonna crawl
I'm gonna crawl
Ah, woohoo
I don't wanna go, baby
Hey, she give me good loving
She give me good loving, she give me good loving
My baby give me good loving
Yes I love her, I guess I love her
Yes I love her, I guess I love her
I'm gonna crawl"
50,If It Keeps On Raining (Rough Mix) ,"If it keeps on raining, levee's going to break.
If it keeps on raining, levee's going to break.
When the levee breaks, have no place to stay.

I worked on the levee, mama goin' night and day.
I worked on the levee, mama goin' night and day.
Never worked so hard, levee's wonderin' away.
Oh no, oh no. Oh no, oh no.

Mean old levee, taught me to weep and moan.
Mean old levee, taught me to weep and moan.
It's got what it takes, gotta leave his home.

Crying won't help you, prayin' won't do you no good.
Crying won't help you, mama prayin' won't do you no good.
When the levee breaks, baby you've gotta move, gotta move now.

Keep on cryin', keep on truckin' along.
Keep on grindin', keep on truckin' along.
Been diggin' thousand years, like she never ever comin' home, oh well now.

Goin' home, goin' home,
Goin' home, goin' home,
Goin' home, goin' home, goin' home,
Goin' home, goin' home, goin' home,
Goin' home, goin' home, goin' home."
51,Immigrant song ,"We come from the land of the ice and snow,
From the midnight sun where the hot springs blow.
The hammer of the gods,
Will drive our ships to new lands,
To fight the horde singing and crying:
""Valhalla I am coming!""

On we sweep,
With thrashing oar.
Our only goal will be the western shore.

We come from the land of the ice and snow,
From the midnight sun where the hot springs blow.
How soft your fields so green,
Can whisper tales of gore,
Of how we calmed the tides of war,
We are your overlords.

On we sweep,
With thrashing oar.
Our only goal will be the western shore.

So now you'd better stop and rebuild all your ruins,
For peace and trust can win the day despite all your losing.


-----
Copyright (c) 1970 Atlantic Records."
52,In My Time Of Dying ,"In my time of dying, want nobody to mourn 
All I want for you to do is take my body home 

Well, well, well, so I can die easy (X2) 

Jesus, gonna make up my dyin' bed. 
Meet me, Jesus, meet me. Meet me in the middle of the air 
If my wings should fail me, Lord. Please meet me with another pair 

Well, well, well, so I can die easy (X2) 

Jesus, gonna make up.. somebody, somebody... 
Jesus gonna make up... Jesus gonna make you my dyin' bed 

Oh, Saint Peter, at the gates of heaven... Won't you let me in 
I never did no harm. I never did no wrong 

Oh, Gabriel, let me blow your horn. Let me blow your horn 
Oh, I never did, did no harm. 

I've only been this young once. I never thought I'd do anybody no wrong 
No, not once. 

Oh, I did somebody some good. Somebody some good... 
Oh, did somebody some good. I must have did somebody some good... 
Oh, I believe I did

I see the smiling faces
I know I must have left some traces

And I see them in the streets 
And I see them in the field 
And I hear them shouting under my feet 
And I know it's got to be real 
Oh, Lord, deliver me 
All the wrong I've done 
You can deliver me, Lord 
I only wanted to have some fun. 

Hear the angels marchin', hear the' marchin', hear them marchin', 
hear them marchin', the' marchin' 

Oh my Jesus... (repeat) 

Oh, don't you make it my dyin', dyin', dyin'..."
53,In the Evening ,"In the evening, When the day is done 
I'm looking for a woman, but the girl don't come 
So don't let her, Play you for a fool 
She don't show no pity baby, she don't make no rules 

*Chorus: Oh, oh, I need your love, I need your love 
Oh, I need your love, I just got to have 

So don't you let her, Oh, get under your skin 
It's only bad luck and trouble, From the day that you begin 
I hear you crying in the darkness, Don't ask nobody's help 
Ain't no pockets full of mercy baby, Cause you can only blame yourself 

Chorus 

Oh it's simple, All the pain that you go through 
You can turn away from fortune, fortune, Cause that's all that's left to you 
It's lonely at the bottom, Man, it's dizzy at the top 
But if you're standing in the middle, Ain't no way you're gonna stop 

Chorus 

Oh whatever that your days may bring 
No use hiding in a corner, Cause that won't change a thing 
If you're dancing in the doldrums, One day soon, it's got to stop, it's got to stop 
When you're the master of the off-chance, When you don't expect a lot 

Chorus"
54,In The Light ,"And if you feel that you can't go on. And your will's sinkin' low 
Just believe and you can't go wrong. 
In the light you will find the road. You will find the road 

Oh, did you ever believe that I could leave you, standing out in the cold 
I know how it feels 'cause I have slipped through to the very depths of my soul. 
I just wanna show what I'd give you it is from every bend in the road 
Now listen to me 
Oh, whoa-whoa, as I was and really would be for you, too, honey 
As you would for me, oh, I would share your load. 
Let me share your load. Ooh, let me share, share your load 

And if you feel that you can't go on 
In the light you will find the road 

Though the winds of change may blow around you, but that will always be so 
When love is pain it can devour you, if you are never alone 
I would share your load. I would share your load 
Baby, let me, oh, let me 

In the light 
Everybody needs the light. 
In the light, in the light, in the light 

Light, light, light, in the light 
Light, light, light, in the light, ooh, yeah 
Light, light, light, in the light"
55,Kashmir ,"Oh, let the sun beat down upon my face, 
stars fill my dreams
I am a traveler of both time and space, 
to be where I have been
To sit with elders of the gentle race,
this world has seldom seen
They talk of days for which they sit and wait, 
all will be revealed

Talk and song from tongues of lilting grace,
sounds caress my ears
But not a word I heard could I relay
the story was quite clear
Ohh oh
Ohh oh oh

Oooh, baby I've been flying
No, yeah, Mama, there ain't no denyin'
Oooh yeah, I've been flying, 
Mama, mama, ain't no denyin', no denyin'

All I see turns to brown, 
as the sun burns the ground
And my eyes fill with sand, 
as I scan this wasted land
Tryin' to find....Tryin' to find where I've been.

Oh, pilot of the storm that leaves no trace, 
like thoughts inside a dream
Heed the path that led me to that place, 
yellow desert stream
My Shangri-La beneath the summer moon,
I will return again
Like the dust that lufts high in June,
when moving through Kashmir.

Oh, father of the four winds, fill my sails, 
across the sea of years
With no provision but an open face,
along the straits of fear
Ohh ohh 
Ohh ohh 

When I'm on, when I'm on my way, yeah
When I see, when I see the way they stay, yeah

Ooh, yeah-yeah, ooh, yeah-yeah, when I'm down...
Ooh, yeah-yeah, ooh, yeah-yeah, well I'm down, so down
Ooh, my baby, oooh, my baby, let me take you there

Let me take you there
Let me take you there"
56,Key To The Highway / Trouble In Mind ,"I got the key to the highway, and I'm billed out and bound to go,
I'm gonna keep on walkin' this highway, cause walkin' is most too slow.
I eat my breakfast, in California, I eat my dinner, in Carolina,
Wooh, I'm gonna keep on, keep on walkin' this highway, yeah,
'Till I reached the end of the line, walk on, yeah.

[Solo]

Show the movie, yeah, Lordy mama keeps on shining, shining,
And the good, good, good Lord, having a ball, 
Everybody knows my pain, a wantly bear,
He's to eat, and walk you Lord.

So trouble in mind, yeah,
Lordy mama I'm blue, yeah,
And I won't, I won't, I won't be blue, always
Oh yeah, the sun's gon' shine, sun gon' shine in my backdoor,
Some on rainy day, oh yeah."
57,Let's Have A Party ,"Some people like to rock
Some people like to roll
But movin' and-a groovin' gonna
Satisfy my soul

Let's have a party
Let's have a party
Send 'im to the store let's
By some more
Let's have a party tonight

I never kissed a bear
I never kissed a goon
But I can shake a chicken 
In the middle of a room

Honky tonky joe
Is knockin' at the door
So bring 'im in and fill 'im up
And send 'im ( ? )

We're gonna have
A party
Tonight yeah whoah whoah"
58,Living Loving Maid (She's Just A Woman) ,"With a purple umbrella and a fifty cent hat, 
Livin', lovin', she's just a woman. 
Missus cool rides out in her aged Cadillac. 
Livin', lovin', she's just a woman. 

*Come on, babe on the round about, ride on the merry-go-round, 
We all know what your name is, so you better lay your money down. 

Alimony, alimony payin' your bills, 
Livin', lovin', she's just a woman. 
When your conscience hits, you knock it back with pills. 
Livin', lovin', she's just a woman. 

* Chorus 

Tellin' tall tales of how it used to be. 
Livin', lovin', she's just a woman. 
With the butler and the maid and the servants three. 
Livin', lovin', she's just a woman. 

Nobody hears a single word you say. 
Livin', lovin', she's just a woman. 
But you keep on talkin' till your dyin' day. 
Livin', lovin', she's just a woman. 

* Chorus 

Livin', Lovin', She's just a woman."
59,Love Me Like A Hurricane ,"You know it hurts so much
C'mon and please me
You know I need your tender touch

Love me like a hurricane
And then you start to 
You tell me that you'll come on over
Then you say you won't
Love me like a hurricane
And then you start to
I'll give it to you straight right now
Please

Oh please don't tease me
You know it hurts so much
C'mon and squeeze me
You know I need your tender touch

Tell me that you love me babe
Then you say you don't
You tell me that you'll come on over
Then you say you won't"
60,Mess o' Blues ,"Ooh, I just got your letter, baby
Too bad you can't come home
I-I-I swear I'm goin' crazy
Sittin' home all alone
Since you're gone I got a mess of blues

I ain't a-slept a wink since Sunday
Can't eat a thing all day
And every day, oh, is just blue Monday
Since you ran away
Since you're gone I got a mess of blues

Whoops, there goes a teardrop
Rollin' down my face
If you cry when you're in love
Baby, ain't no disgrace
I gotta get myself together
Before I lose my mind
I'm gonna catch the next train goin'
And leave my blues behind

Since you're gone I got 
A mess of blues 
Yeah, since you're gone I got
A mess of blues
Oh, baby, since you're gone I got 
A mess of blue-ooh"
61,Misty Mountain Hop ,"Walkin' in the park just the other day, Baby, 
What do you, what do you think I saw? 
Crowds of people sittin' on the grass with flowers in their hair said, 
""Hey, Boy, do you wanna score?"" 
And you know how it is; 
I really don't know what time it was, woh, oh, 
So I asked them if I could stay awhile. 

I didn't notice but it had got very dark and I was really, 
Really out of my mind. 
Just then a policeman stepped up to me and asked us said, 
""Please, hey, would we care to all get in line, 
Get in line."" 
Well you know, They asked us to stay for tea and have some fun, 
Oh, oh, he said that his friends would all drop by, ooh. 

Why don't you take a good look at yourself and describe what you see, 
And Baby, Baby, Baby, do you like it? 
There you sit, sitting spare like a book on a shelf rustin' 
Ah, not trying to fight it. 
You really don't care if they're coming, oh, oh, 
I know that it's all a state of mind, ooh. 

If you go down in the streets today, Baby, you better, 
You better open your eyes. 
Folk down there really don't care, really don't care, don't care, really don't 
Which, which way the pressure lies, 
So I've decided what I'm gonna do now. 
So I'm packing my bags for the Misty Mountains 
Where the spirits go now, 
Over the hills where the spirits fly, ooh. 
I really don't know."
62,Move On Down The Line ,"You gonna be my lover baby
You ain't gonna stop
I'm gonna give you real good love
Gonna drive ( ? )

Well move, move on down the line

I'm gonna do right, do right all the time

Well I'm gonna move on down the line
I'm gonna get this girl to be mine
She'll be cool and she'll be tall
( ? ) we gotta go"
63,Mystery Train ,"Train I ride 16 coaches long
Train I ride 16 coaches long
Well that big black train
Took my baby along


Train, train movin' round the bend
Train, train movin' round the bend, round the bend
Well he took my baby
But he never will again"
64,Nadine ,"I got on a city bus and found a vacant seat,
I thought I saw my future bride walking up the street,
I shouted to the driver hey conductor, you must slow down.
I think I see her please let me off this bus

Nadine, honey is that you? 
Oh, nadine. honey, is that you? 
Seems like every time I see you darling you got something else to do

Downtown searching for her, looking all around.
See you coming to me, here we yellow cab,
She move around, look, go go. 

Oh honey is that you ?"
65,Night Flight ,"I received a message from my brother across the water 
He sat laughin' as he wrote the end's in sight 
So I said goodbye to all my friends 
And packed my hopes inside a matchbox 
'Cause I know it's time to fly 

Come on, meet me in the morning, Meet me in the middle of the night 
The morning light is comin', don't it make you wanna go and feel alright 

I just jumped a train that never stops, 
So now somehow I'll know I never finished payin' for my ride 
Just n' someone pushed a gun into my hand 
Tell me I'm the type of man to fight the fight that I'll require 

Come on, meet me in the morning, Meet me in the middle of the night 
The morning light is comin', don't it make you wanna go and feel alright 

Oh, mama, well I think it's time I'm leavin' 
Nothin' here to make me stay 
Whoa, mama, well it must be time I'm goin' 
They're knockin' down them doors 
They're tryin' to take me away 

Please Mr. Brakeman, won't you ring your bell. And ring loud and clear 
Please Mr. Fireman, won't you ring your bell 
Tell the people they got to fly away from here 

I once saw a picture of a lady with a baby 
Southern lady, had a very, very special smile 
We are in the middle of a change in destination 
When the train stops, all together we will smile 
Oh, meet me in the morning. Won't you meet me in the middle of the night, night, night 
Everybody know the mornin' time is comin' 
Don't it make you wanna feel alright. Ah, ah, yeah 
Make me feel alright. Fly now, baby 
Get to fly, yeah. Fly now, baby"
66,No Quarter ,"Close the doors, put out the light
You know they won't be home tonight
The snow falls hard and don't you know
The winds of Thor are blowing cold
They're wearing steel that's bright and true
They carry news that must get through

They choose the path where no one goes
They hold no quarter
They hold no quarter

Walking side by side with death
The devil mocks their every step
The snow drives back the foot that's slow
The dogs of doom are howling more
They carry news that must get through
To build a dream for me and you

They choose the path that no one goes
They hold no quarter
They ask no quarter
They hold no quarter
They ask no quarter
The pain without quarter
They ask no quarter
The dogs of doom are howling more"
67,Nobody's Fault But Mine ,"Aaaaa aaaaaa aa a!
Aaaaa aaaaaa aa a!
Aaaa aaaaaaaa aa a a a a!
Aaaaa aaaaaa aa aa a a! (x2)

Nobody's fault but mine!
Nobody's fault but mine!
Trying to save my soul tonight! 
Ooh it's nobody's fault but mine! 

Devil he told me to roll! 
Devil he told me to roll roll roll roll!
How to roll the log tonight! 
Nobody's fault but mine!

Aaaaa aaaaaa aa a!
Aaaaa aaaaaa aa a!
Aaaa aaaaaaaa aa a a a a!
Aaaaa aaaaaa aa aa a a! (x3)

Brother he showed me the door!
Brother he showed me the ding dong ding dong! 
I will get down rolling tonight
Oh, it's nobody's fault but mine!

Got a monkey on my back!
Got a mo-mo-mo-monkey on my back back back back!
Gonna change my ways tonight! 
Nobody's fault but mine!

Aaaaa aaaaaa aa a!
Aaaaa aaaaaa aa a!
Aaaa aaaaaaaa aa a a a a!
Aaaaa aaaaaa aa aa a a! (x2)

Aaaaa aaaaaa aa a!
Aaaaa aaaaaa aa a!

I will get down rolling tonight!
N-n-n-n-n-n-n-no-body's fault!"
68,Out On The Tiles ,"As I walk down the highway all I do is sing this song, 
And a train that's passin' my way helps the rhythm move along. 
There is no doubt about the words are clear, 
The voice is strong, is oh so strong. 

I'm just a simple guy, I live from day to day. 
A ray of sunshine melts my frown and blows my blues away, 
There's nothing more that I can say but on a day like today 
I pass the time away and walk a quiet mile with you. 

Ref.All I need from you is all your love, 
All you got to give to me is all your love, 
All I need from you is all your love, 
All you got to give to me is all your love. 
Oooh yeah, ooh yeah, ooh yeah, oh yeah. 

I'm so glad I'm living and gonna tell the world I am, 
I got me a fine woman and she says that I'm her man, 
One thing that I know for sure gonna give her all the loving 
Like nobody, nobody, nobody, nobody can. 

Standing in the noonday sun trying to flag a ride, 
People go and people come, see my rider right by my side, 
It's a total disgrace, they set the pace, it must be a race 
And the best thing I can do is run."
