,Title,Lyrics,Unnamed: 0
38,Master Of Insanity,"



Look all around
Can't you open your eyes
Voices are calling

Killing rain falling down from the sky
Crying with nightmare tears

Out on the street
You'll see blood on the ground
Cities are burning

Feeling the pain cutting right to your soul
Goodbye now
You're caught in his spell

Your freedom is gone
He's taken everything
You ever had
But if you're strong you'll survive
You've got to hold on
Open your eyes

[Chorus:]
Behind the lies you will see
The master of insanity
Under the mask there will be
The master of insanity

Innocent minds
They're the victims of shame
Staring in sorrow

Promises lying there
Broken and crushed
Confusion-just disappear

What can you give
To be left all alone
When there's nothing at all

Your freedom is gone
He's taken everything
You ever had
But if you're strong you'll survive
You've got to hold on
Open your eyes

[Chorus]

Behind the lies you will find
He's trying to get inside you
Just open your eyes and you will see
The master of insanity

[Chorus]

Between the lies you will find
that he's trying to get inside you
Out of the night into your mind
He's always right beside you

Yeah, between the lies you will see
The master of insanity
Open your eyes or you will be
The master of insanity


",4.0
39,Time Machine,"



Oh what are you gonna do
When there's a part of you
That needs to run with the wind

And the fire of burning yesterdays
Can only light the way
To lead you from
The garden of the dark
Stay out of shadows

Now look like the change is on
Tomorrow's never gone
Today just never comes

Go on and jump,yeah
Into the hurricane
You will forger the pain
It's only there
To exorcise your mind

Looking at the world
When you've open up your eyes
You've got to see the promises they've made
They're bloody lies and broken dreams
Your silence screams

[Chorus:]
You're living in a time machine
And you can choose just who you are
Someone that you've never seen
Somewhere you've never been
You're living in a time machine

Oh what are you gonna do
When every part of you
Just needs to catch the wind

And the fire of burning yesterdays
Can only light the way
To lead you from
The garden of the dark

Looking for the world
When you've opened up your eyes
You'll see you've got invisible chains
They're only lies
Not what it seems
I hear your silent screams

[Chorus:]
You're living in a time machine
Nobody cares just where you go
Taken where you've never been
?? somewhere you don't know

You're living in a time machine
Why do you stay who you are
Be what you've never been
Someone you've never seen
You're living in a time machine
Yeah


",5.0
40,Sins Of The Father,"



I am the crazy man
Who lives inside your head
But I think I'm breaking through the wall

You are the innocent
Convicted of the crime
No one was ever there
To catch you when you fall

I see the diamonds
But you only see the rock
I need to run
But you only crawl

It's time to open up
All the doors that you keep locked
Nobody gives without a take
Let's take it all

[Chorus:]
You've been twisted into pieces
By the hands of your emotions
How much longer are you gonna pay
For yesterday
Sins of the father

One more crucifixion
One more cross to bear
You're a hole in a photograph

Go on - lose it in the city
The city can feel no shame
See the world with electric eye

They call it mystery
But any fool could see
You thought he walked on the water

And if the pain was gone
And you were free to run away
And get out

Would you get out of there
Or do you really care
It's not safe or easy
And maybe when you're gone
You just won't belong at all

[Chorus:]
You're the only witness
To the murder of an angel
How much longer are you gonna pay
For yesterday
Sins of the father

It's just another crucifixion
One more cross to bear
Go on lose it in the city
Take a look at the world
You've got electric eyes


",6.0
41,Too Late,"



Soon it's never more
When you've got to pay for
Promises - made in the night

Call the magic one
And with the magic comes
Forever chained to the flame

[Chorus:]
It's too late
Too late for tears
Too late
And no one hears you
Do you feel a touch of evil
(then) It's too late

To wish and make it so
To feel the power growing
Stronger - blessed by the dark

And when the candle fades
You can say it was a
Joke you played
So you must let me go - no

[Chorus:]
It's too late
You've said the word
Too late
Something heard you
Too late - now the race is on
And you're run out of road
Too late
For tears
Too late
And no one hears you
Can you feel the touch of evil
It's too late

Oh oh oh save me
I believe in your name
Oh oh I've fallen down
But now I've found
Nobody to take the blame

Misery
It's come to drag me away
And when the hunter cries
No alibis
Get ready for judgement day

As the candle fades
You can say it was a game you made
So you must let me go, let me go

It's too late - you've said the word
Too late - something heard you
Too late - the spell is gone
And this time you're the fool

It's too late for tears
Too late
And no one hears you
Welcome to forever
Welcome it's too late
Too late


",7.0
42,I,"



I am anger
Under pressure
Locked in cages
A prisoner
The first to escape

I am wicked
I am legion
Strength in numbers
A lie
The number is one

I - I - I
Everything that I see is for me

Yes, I am giant
I'm a monster
Breaking windows
In houses
Buildings of glass
Rebel rebel
Holy outlaw
Ride together
Don't try it
The power's in one

I - I - I
I am standing alone
But I can rock you
I - I - I

On the edge of the blade
But the knife can't cut the hero down

I am virgin
I'm a whore
Giving nothing
The taker
The maker of war
I'll smash your face in
But with a smile
All together
You'll never
Be stronger than me

I - I - I
Right here on my own
But I still rock you
I - I - I
Don't follow behind
Just leave me on the outside

I - I - I
I am standing alone
But I can shock you
I - I - I
On the edge of the blade
But no one makes the hero bleed
( No, no , no )

I am hunger
Feed my head
All together
You'll never
Never make the hero bleed
( No, no, no )


",8.0
43,Buried Alive,"



Once upon a nightmare
Once upon a time
You're running from temptation
You got lost
And found that you don't

Belong to anybody
You're all the same
Just another number
Cross it out
Whenever you don't behave

Someone got the doctor
He knows what to do
Throw some bones and mumble
The devil's inside of you

It might be contagious
It might change the plan
Get back in your tiny boxes
Even if you can't
We say you can

Join the congregation
Everybody's got to get in line and
We never justify
The choir sings a never-ending lie

[Pre-chorus:]
When you thought you were free
You didn't need a reason
No reason to survive

[Chorus:]
As the big door closes
And you waiting for the nail
Somebody tell the world
You're buried alive

Once upon a nightmare
Once upon a time
You're running from tomorrow
You got lost
And found that another
Day has turned to ashes
Taken by the wind
Frozen seeds of sorrow
Never to begin

Join the celebration
And everybody's got to get in line and
We never justify
The choir sings a never-ending lie

[Pre-chorus:]
When you thought you were free
You did not need a reason
No reason to survive

[Chorus:]
As the big door closes
And you waiting for the mail
Somebody tell the world
You're buried alive

One more nightmare
Just one more time
Join the congregation
Everybody get in line

Celebration
The choir sings a lie
As you call
The hammer falls
And no one hears you cry
I'm buried alive


",9.0
44,The Illusion Of Power,"



What is it that turns you on to the illusion of power,
This thing that grabs you by the heart and makes you want to tear things down.
There is no reason why I should need all this power, but if you cross me now,
I'm gonna tear your whole world down.

The illusion of power, things I feel, seem so real,
The illusion of power.

I can' get the emotional thing straight in my head,
Everything I love dies to soon, or is already dead.
Don't stand too close I spit and breath fire,
Anything I've got now you cannot desire.

You want to be my friend I promise you nothing,
Nothing I can give you, nothing I can do for you,
I'm being chased by the sins of my past and it's killing me now,
Killing me now.

The illusion of power, things I feel, seem so real,
The illusion of power.
The illusion of power, it's already set signed and sealed,
The illusion of power.

Powerful...who are you fooling?
You're caught in a complex cataclysm of your own inadequacies
And pitiful weaknesses
Your souls secretes insecurity
So you live on the reflection side of the mirror
You're terrified of true power...you fear me...

I can tell you stories of my
Shaded past and I can
Drag you down into the
Depths of my soul.

The illusion of power, things I feel, seem so real,
The illusion of power.
The illusion of power, it's already set signed and sealed,
The illusion of power.

Why don't you come closer, Promise a story I will tell, yeah,
I'll save you from your dreams, yeah
I'll save you from your dreams.


",0.0
45,Get A Grip,"



I see it on the TV, it's playing on my mind,
Everything I see has got something to do with killing my brother.

Just another mind game? or maybe it's a sign,
When the child with a gun holds it up to the head of his brother.

Well that ain't nice, gotta get a grip, gotta get a hold on life,
Gotta get a grip cause you're gonna slip, yeah.

Somebody tell me, where did we lose?
Where's the point that we lost the control to live with each other?
Mister politician, searching for a lie.
What's the truth? will the youth find the proof for a revolution?

Cause that ain't nice, gotta get a grip, gotta get a hold on life
Gotta get a grip cause you're gonna slip, on ice,
Gotta get a grip, gotta get a hold on life
Gotta get a grip cause you're gonna slip

Gotta get a hold of the situation, gotta get you into my life,
Gotta get a hold and get it moving.
I can't tell you what you need to know it's up to you, oh yeah

That ain't nice, gotta get a grip, gotta get a hold on life
Gotta get a grip, cause you're gonna slip, on ice,
Gotta get a grip, gotta get a hold on life
Gotta get a grip cause you're gonna slip.

Gotta get a hold of the situation, gotta get a hold on life,
Gotta get a grip and get it moving,
I can't tell you what you need to know, it's up to you, oh yeah.

Don't your blood run cold, don't the sorrow show,
Hold on tight to what you have.
See it in your eyes, don't it make you cry,
Get a grip and shake the can.
Get a grip, yeah, get a grip, yeah, get a grip, yeah,
Get a grip, get a grip, get a grip, get a grip, get a hold.
Get a grip on life, get a grip on life, get a grip on life,
Yeah get a grip.


",1.0
46,Can't Get Close Enough To You,"



How many tears must we cry before learning,
Things that we have they're for real and we're losing,
Can't get close enough to you, 'cause you're just too far away.

Why do you believe that we've got something coming,
You took it all, left me standing here with nothing,
Can't get close enough to you, 'cause you're just too far away,
Too fae away.

In your world you must be dreaming, if you think you can survive,
Taking all and giving nothing that's a crime.
What makes you something special, what about me, I'm here too,
You don't care what I'm feeling and that's the truth.
Can't get close enough to you, 'cause you're just too far away.

All I need is understanding and the right to survive,
Only you could see the warnings, and pass them by.
What makes you something special, what about me, I'm here too,
You don't care what I'm feeling and that's the truth.
Can't get close enough to you, 'cause you're just too far away.
Too far away.
Can't get close enough to you, 'cause you're just too far away.

How many tears must we cry before learning,
Things that we had they're for real and we're losing,
Can't get close enough to you, 'cause you're just too far away.
Too far away, too far away, too far away.


",2.0
47,Shaking Off The Chains,"



Is life everything you want to be,
Does it give you everything that you need,
Does it live up to your expectations,
Are you ready for the celebrations.

This is not for the weak of mind,
Are you sure that you're my kind,
Do you want to be part of me,
Are you sure that you can really see.

Are you chained to a life that you don't want,
Is it hard for you to find a way out,
Can you live without the love that you need,
Are you sure that what you have is so real.

This is not for the weak of mind,
Are you sure that you're my kind,
Do you want to be part of me,
Are you sure that you can really see.

All of your life, they try to take your cover,
Turn you into another, and make you change your name.
When you fall, it's up to you to recover,
You can't depend on another, to help you with the pain, yeah.

I'm shaking off the chains, I'm shaking off the chains.

This is not for the weak of mind,
Are you sure that you're my kind,
Do you want to be part of me,
Are you sure that you can really see.

In the night, you say that are falling
People always calling, calling out your name.
What do you know, a face appears at the window,
Tapping on the window, the window of your soul.

I'm shaking off the chains, I'm tired of all the pain,
I'm shaking off the chains, let me live again,
Shaking off the chains, shaking off the chains.


",3.0
48,I Won't Cry For You,"



So you lie awake and think about tomorrow,
And you try to justify the things you've done,
But there's no one here, to hear your tears falling,
When you turn around, you find out, that you're the lonely one.

And it feels like someone's treading on your shadow,
And you always thought that Heaven knows for sure,
And it feels like you're drowning, in your tears.

So I won't cry for you, no I ain't gonna cry for you,
And I ain't gonna lie for you, no I ain't gonna cry for you.
Ain't gonna cry for you.

So you lie awake and think about the sorrow,
Does it really still the fears in your mind,
And you try to realise the things you wanted,
But you take it all for granted and now it makes you blind.

And it feels like someone's treading on your shadow,
And you always thought that Heaven knows for sure,
And it feels like you're drowning, in your tears.

So I ain't gonna cry for you, no I ain't gonna die for you,
And I ain't gonna lie for you, no I ain't gonna cry for you.
Ain't gonna cry

I ain't gonna cry for you, I ain't gonna cry.

So I ain't gonna cry for you, no I ain't gonna die for you,
No I ain't gonna lie for you, no I ain't gonna cry for you,
Ain't gonna cry, ain't gonna cry for you no more,
Ain't gonna die, I ain't gonna die for no more,
Ain't gonna lie, I ain't gonna lie for no more,
Ain't gonna cry, I ain't gonna cry for you no more.


",4.0
49,Guilty As Hell,"



Step back and look at you, and tell me that is what you want to be,
You realise that what you're seeing, is a replica of me.
Inside my world is pretty grim, that even I can't survive in,
I wouldn't try 'cause I know you.

Deep inside you know you're guilty as Hell.
Deep inside you know you're guilty as Hell.

You realise that what you're seeing is just a replica of me,
Only me.

Oh it makes no difference if you're the only one,
It doesn't matter when all is said and done,
Gonna feel the same, God will put the blame on you.
Oh yeah.

If I was you, If I was you,
I'd wanna see, I'd wanna see inside my head,
I'd wanna know if I was fuckin dead,
I'd wanna know what's going on,
Someone tell me the truth.

There's no fear in a fallen Angel, there's no love in a heart made of stone,
There's no truth in a heart that is screaming,
Deep inside you're as guilty as Hell.
There's no fear in a fallen Angel, there's no love in a heart made of stone,
There's no truth in a heart that is screaming.
Deep inside you're as guilty as Hell.
You're guilty.


",5.0
50,Sick And Tired,"



Got no time to be on the run,
Got no holes in my shoes,
You're the reasong all my friends have gone,
But I won't run from you.

So many promises, and you broke them all,
Oh I'll forgive, but I can't forget,
You know you're a fake, but I just can't take no more,
Cause I'm tired of it.

I'm so tired, so tired,
Sick and tired of it all,
I'm so tired, sick and tired,
I'm so tired, sick and tired of it all, yeah.

You turn the truth, then you turn your back,
You're a victim of yourself,
The hate remains, the hurting still exists.
I'm so tired of it all.

I'm so tired, sick and tired,
So damn tired, sick and tired of it all, oh yeah,
I'm so tired, I'M sick and tired of it all.


",6.0
51,Rusty Angels,"



They say you came from heaven but I know that's not the truth,
Cause I don't think an Angel could look anything like you,
Your eyes are made from sapphires and your heart is made from stone,
You gotta be the closest thing to hate I've ever known,
And if I didn't know better I'd say you had come alone to the party.
Oh yeah.

The light is always shining, but you swear that it's gone black,
The tide is always turning, but you're never looking back,
If I didn't know better I'd say times were pretty bad,
Because Rusty Angels they can't fly,
Rusty Angels gonna die, yeah,
Rusty Angels they can't fly,
Rusty Angels gonna die, gonna die.

The gifts you bring are fire, and your dreams they turned to dust,
Your flying days are over, and your wings have turned to rust.
If I didn't know better, I'd say all you had is lost,
Because Rusty Angels they can't fly,
Rusty Angels gonna die, yeah,
Rusty Angels they can't fly,
Rusty Angels gonna die, gonna die.

If you swallow just a little pride, you might find a little love inside,
Open up and let somebody in, 'cause if you need somebody,
You know it's not a sin.

Rusty Angels they can't fly, Rusty Angels gonna die, yeah,
Rusty Angels they can't fly, no, Rusty Angels gonna die,
Gonna die, yeah, you can't fly, oh no,
Gonna die, oh yeah, you can't fly, oh no.


",7.0
52,Forbidden,"



If I had to live again, I'd change everything,
'Cause everything I do, you know that I can't win.
You say it isn't right, but you say it isn't wrong,
How the Hell am I supposed to please everyone.

Tell me what it is that I'm supposed to do.
I aint here for everybody, but I aint here for you,
You said it isn't right, but you said it isn't wrong.
I wish somebody could tell me, what it is that I've done wrong.

The best things in live aren't given, these things aint for you and me,
Every time you shout Forbidden, makes me wonder what you see.
The best things in live aren't given, these things aint for you and me,
Every time you shout Forbidden, makes me wonder what you see.

You know it's gonna get you now, and you know it starts to bring you down.

Tell me what it is that I'm supposed to do,
I aint here for everybody, but I aint here for you,
It seems I have to fight, for all the things I want,
Wish somebody could tell me what it is that I've done wrong.

The best things in live aren't given, these things aint for you and me,
Every time you shout Forbidden, makes me wonder what you see.
The best things in live aren't given, these things aint for you and me,
Every time you shout Forbidden, makes me wonder what you see.

It's Forbidden.

The best things in live aren't given, these things aint for you and me,
Every time you shout Forbidden, makes me wonder what you see.
The best things in live aren't given, these things aint for you and me,
Every time you shout Forbidden, makes me wonder what you see.
Makes me wonder what you see.


",8.0
53,Kiss Of Death,"



This is no ordinary soul, that you're destroying,
Not just another life that drifts along with the sands of time.
We tried to show you on your way, but still, you cannot see, you're hurting me
You told too many lies and so it ends, yeah

You tried to touch me, but then I knew your plan,
You tried to take my world away, oh no,
Now I see it, it's as clear as day,
No you'll never stand a chance, oh no you'll never stand a chance.

You tried to lead me, to the land where you keep your lies,
But I've seen this read before, oh yeah,
There is no reason why I should listen now,
No you'll never stand a chance, oh no you'll never stand a chance.

So many people tried before, but still I came through stronger than before,
Someone like you will never get through my door no more,
Nothing you can do will hurt me, I am indestructible.
Nothing you can do will hurt me, I am indestructible. Yeah.

Every lie that you tell you get closer,
Closer to the edge of the Cauldron and in to the fire, yeah.
Every life you destroy will return, it will come back and haunt you,
For ever and ever.

Nothing you can do will hurt me, I am indestructible.
Nothing you can do will hurt me, I am indestructible. Yeah.

This is no ordinary soul that you're destroying,
Not just another life that drifts along with the sands of time.


",9.0
54,Loser Gets It All,"



[Japan Bonus Track]

It's a loaded dice, that you throw this time,
If you turn the Ace, it'll turn out fine,
When you spin the wheel, and you get your call,
South of the line, well the loser gets it all.

One too many days, one too many nights,
You cried too many tears, had too many fights,
And you know it's a bad time, Bad time to lose.

Every face you see, has the staring eyes
Every passing glance, makes you realize
And you know it's a bad time, Bad time to lose.

God knows there's no good time.

Too many days, and too many nights,
You cried too many tears, had too many fights,
And you know it's a bad time, Bad time to lose,
Yeah, yeah, Bad time to lose,
Bad time to lose, Bad time to lose.


",10.0
55,Headless Cross,"



Look through the people, and on through the mist
To the hill of the headless cross
Where all witches meet, on a night such as this,
And the power of darkness is host
They come face to face, eye to eye, soul to soul,
With an Angel that fell from the sky
Borne on the air, are the screams and the wails
Of the masses appointed to die

Listen for the feet as they pound the land to a tune of thunder
Watch as the legions ride again to a fate of death or torture,
At the headless cross, at the headless cross

From the first evil night, when a black flash of light
Cut the crucifix half to the ground
There's been no escape from the power of Satan,
On a nation so brave and so proud

Listen for the feet as they pound the land to a tune of thunder
Watch as the legions ride again to a fate of death or torture,
At the headless cross, at the headless cross

How do you feel, when the locks refuse the key
And the master is calling your name,
Does the luck of the charm, really keep you from harm
Does the talisman protect you from pain

Listen for the feet as they pound the land to a tune of thunder
Watch as the legions ride again to a fate of death or torture,
At the headless cross, at the headless cross

From the first evil night, when a black flash of light
Cut the crucifix half to the ground
There's no escaping from the power of Satan
For a people so brave and so proud

Listen for the feet as they pound the land to a tune of thunder
Watch as the legions ride again to a fate of death or torture,
At the headless cross, at the headless cross
At the headless cross, at the headless cross

Where will you run to, at the headless cross
Look, to the headless cross


",0.0
56,Devil And Daughter,"



Silence is mocking, the dawn of a new day
Devil and Daughter, are both on their way
The Evil of her nature, collects in her eyes
With him there's no fear, of the dawn bringing light

Baptised with fire, to wild to be tamed
She's hot, evil and ready, to take any man
Let no one put asunder, the power or the pain
He is the master of hell, riding again

Devil and Daughter - pleasure and pain
Devil and Daughter - is this the end

A thousand times over, you'll hear on the wind
In the name of hell, these sinners never sinned
But Satan never listens, to the words that they send
Drenching the soil with blood, when will it end

Devil and Daughter
He's got the power she's got the pain
Devil and Daughter
She'll break any woman and take any man
Devil and Daughter
Hand in hand with the reper


",1.0
57,When Death Calls,"



He saw the world, dim with the glow of the vertical sun
His skin crept cold knowing that this was the hours of dying
Misguided mortals you'll burn with me,
Spirit of man, cannot be freed

When death calls - this is the hours of dying
When death calls - the spirit of man can be freed
When death calls - there's no tomorrow
When death calls - just an evil shadow

Tell me not fear of the flames means that heaven is closer
For I believe, Satan lives, in the souls of dying
Misguided mortals you'll burn with me,
Spirit of man, cannot be freed

When death calls - heaven is closer
When death calls - feel the heat of the flames from the souls of the dying
When death calls - here it comes, here it comes, here it comes
When death calls - you're gonna burn

Don't look in those sunken eyes
Don't look and you'll stay alive
Don't laugh in the face of death or your tongue will blister
Can't die until Satan says, you die
And Satan takes your soul
In the face of death or your tongue will blister

Don't look in those sunken eyes
Don't look and you'll stay alive
Don't laugh in the face of death or your tongue will blister
Can't die until Satan says, you die
The Devil takes your soul
With all his wrath he calls the reper

When death calls - this is the hours of dying
When death calls - the spirit of man can be freed
When death calls - there's no tomorrow
When death calls - just an evil shadow

When death calls - feel the heat of the flames from the souls of the dying
When death calls - your gonna burn, burn, burn
When death calls - heaven is closer
When death calls - I can feel it, gonna take you down


",2.0
58,Kill In The Spirit World,"



There's something wrong there's a chill in the air
And the blood in my vein's running colder
The eastern sky is beginning to silver
And the words that you speak start to falter
The seal is broken, the oath has been crossed
In the house of the dead there's a taker
Some say that this is the ultimate sin
When the spirit world turns to the alter

There's been a kill in the spirit world
There's been a kill in the spirit world

Behold, the dead clutching at fading hands, out of reach forever
""In glory die"" calls the voice of the void
Your assassin has cursed every spectre
The seal is broken, the oath has been crossed
And the house of the dead seeks a master
Stretching every muscle, wait for the end
And a kiss on the wind, whispers murder, murder

There's been a kill in the spirit world
There's been a kill in the spirit world
There's been a kill in the spirit world

When heaven is closer, it's pleasure and pain
Kill in the spirit world

Did you see another in black
Is the blood in your veins running colder
If you did then there's no turning back
As the spirit world turns to the alter

The seal is broken, the oath has been crossed
And the house of the dead seeks a master
Stretching every muscle, wait for the end
And a kiss on the wind, whispers murder

There's been a kill in the spirit world
There's been a kill in the spirit world

Oh here it comes, oh no

The seal is broken, the eastern sky is beginning to silver
There's something wrong, there's a chill in the air
I feel the Evil, I feel the Evil
Somebody whispers murder

A kiss on the wind whispers murder


",3.0
59,Call Of The Wild,"



In this last and final hour, you can't hide
There's nowhere now that you can run
All eyes are on you, like a lost eternal light
Princes and kings, and demons with wings
Summon your fears from hell

It's the call of the wild
Calling you

In this last macabre hour, witches cry
And turn to dust before the moon
Many spirits are lost forever, but one survives
To call the tune of Lucifer

It's the call of the wild
Calling you

Hero, only in the grave are there no dreams
Hero, don't believe in fate it ain't what it seems
All you gotta do now is stay free
You're the one they turn to when hell screams

Fear of the devil, has no place among the brave
Faced with pain, there's a battle to be won
All eyes are on you, like a host eternal light
Princes and kings, and demons with wings
Summon your fears from hell

It's the call of the wild
Calling you

Hero, only in the grave are there no dreams
Hero, don't believe in fate it ain't what it seems
Hero, only in the grave are there no dreams
Hero, don't believe in fate it ain't what it seems

Hero, you got the fear of the devil, burning your soul
Hero, it's the call of the wild
Hero, tearing your soul


",4.0
60,Black Moon,"



Oh the devil is rising with the moon, he cries and my blood runs cold
Oh no never was the darkness so black, no light and nowhere to go
My spirit is crying for a love so tired of being alone
I remember he came here to steal, and you are his stealer of souls

I see a black moon rising
And it's calling out my name
Oh it's calling my name

I've been blinded, lost and confused, darkness will call me no more
Heaven is no friend of mine, no god ever knocked on my door

I see a black moon rising
And it's calling out my name
It's calling out my name
Oh it's calling

I see a black moon rising
And it's calling out my name
Oh it's calling my name

I'm standing on the dark side of time reaching for the power of her hand
She's weaving an unholy light and calls from Lucifer's land

I see a black moon rising
And it's calling out my name
An angel of hell is rising
Heaven's no friend of mine
I see a black moon rising
And it's calling out my name

I see a black moon rising
And it causes so much pain
An angel of hell is rising
Heaven's no friend of mine
I see a black moon rising
And it's calling out my name
Oh it's calling my name

This spirits crying for love
Heaven's no friend of mine
An angel of hell is rising
I see a black moon rising


",5.0
61,Nightwing,"



Nightwing has stirred, and taken to flight
The silence is over, he's shattered the night
No other hunter has the power or the grace
He is the master of this place

Tell every creature of the night
The kill is around the bend
So listen my friend
Nightwing flies again

They say he comes, for those whose souls are weak,
And calls his name upon the wind
The night is cold and thick with mystery
Oh I can feel his beating wings

Tell every creature of the night
The kill is around the bend
Nightwing flies again

Tell every creature of the night
The kill is around the bend
Nightwing flies again

Nightwing has stirred, and taken to flight
The silence is over, he's shattered the night
Life ain't for giving and forgivin' ain't free
No soul will rest while the hunted run free

So tell every creature of the night
The kill is around the bend
Listen my friend
Nightwing flies again


",6.0
62,Cloak And Dagger,"



I remember the burning I felt inside
As you touched my frozen heart
I remember the screams and the pain within
As my soul was torn apart
I recall being hungry
And for years I stood my ground
Even though you were never, oh no never, never around
God, how I needed you
I remember they warned me, and oh how they told me
Yours was the kiss of shame
I remember the Devil coming to steal my soul again and again
I remember the dawn was breaking
In Cathedrals of unholy light
I was searching for answers where singers and dancers
Will travel on through the night
I've been hurt by Evil games
First you're here and then you aint
Cloak and dagger, yeah, yeah yeah
Cloak and dagger
Cloak and dagger, yeah, yeah yeah
Cloak and dagger
Oh there's something about you that doesn't seam real
You say if I don't sell my soul you will steal
A promise should stand I know the command
And me like a fool took it in
In the valley of Death do I stand in the shadow
Or fight for the right to be free?
A kiss on the wind whispers die, die for glory
No, no
Cloak and dagger - You've been playing those Evil games
Cloak and dagger - Set me free I don't need this pain
Cloak and dagger - Something about you just doesn't seem real
Cloak and dagger - Your say if I don't sell my soul you will steal
Cloak and dagger - Your kiss of shame has been hunting me
Cloak and dagger - God, how I needed you


",7.0
63,Neon Knights,"



Oh no, here it comes again
Can't remember when we came so close to love before
Hold on, good things never last
Nothing's in the past, it always seems to come again
Again and again, again and again, and again

Cry out to legions of the brave
Time again to save us from the jackals of the street
Ride out, protectors of the realm
Captain's at the helm, sail across the sea of lights

Circles and rings, dragons and kings
Weaving a charm and a spell
Blessed by the night, holy and bright
Called by the toll of the bell

Bloodied angels fast descending
Moving on a never-bending light
Phantom figures free forever
Out of shadows, shining ever-bright

Neon Knights!
Neon Knights!
All right!

Cry out to legions of the brave
Time again to save us from the jackals of the street
Ride out, protectors of the realm
Captain's at the helm, sail across the sea of lights
Again and again, again and again, and again

Neon Knights!
Neon Knights!
Neon Knights!
All right!


",0.0
64,Children Of The Sea,"



In the misty morning, on the edge of time
We've lost the rising sun, a final sign
As the misty morning rolls away to die
Reaching for the stars, we blind the sky

We sailed across the air before we learned to fly
We thought that it could never end
We'd glide above the ground before we learned to run, run
Now it seems our world has come undone

Oh they say that it's over
And it just had to be
Ooh they say that it's over
We're lost children of the sea, oh

We made the mountains shake with laughter as we played
Hiding in our corner of the world
Then we did the demon dance and rushed to nevermore
Threw away the key and locked the door

Oh they say that it's over, yeah
And it just had to be
Yes they say that it's over
We're lost children of the sea

In the misty morning, on the edge of time
We've lost the rising sun, a final sign
As the misty morning rolls away to die
Reaching for the stars, we blind the sky

Oh they say that it's over, yeah
And it just had to be
Oh they say that it's over
Poor lost children of the sea, yeah

LOOK OUT! The sky is falling down!
LOOK OUT! The world is spinning round and round and round!
LOOK OUT! The sun is going black, black
LOOK OUT! It's never never never coming back, LOOK OUT!


",1.0
65,Lady Evil,"



There's a place just south of Witches' Valley
Where they say the wind won't blow
And they only speak in whispers of her name
There's a lady they say who feeds the darkness
It eats right from her hand
With a crying shout she'll search you out
And freeze you where you stand

Lady Evil, evil
She's a magical, mystical woman
Lady Evil, evil in my mind
She's queen of the night
All right!

In a place just south of Witches' Valley
Where they say the rain won't fall
Thunder cracks the sky, it makes you bleed, yeah
There's a lady they say who needs the darkness
She can't face the light
With an awful shout, she'll find you out
And have you for the night

Lady Evil, evil
She's a magical, mystical woman
Lady Evil, evil on my mind
She's queen of the night

So if you ever get to Witches' Valley
Don't dream or close your eyes
And never trust your shadow in the dark
'Cause there's a lady I know who takes your vision
And turns it all around
The things you see are what to be, lost and never found

Lady Evil, evil
She's a magical, mystical woman
Lady Evil, evil on my mind
She's queen of the night

She's the queen of sin
Look out, she'll pull you in!
Lady wonder!


",2.0
66,Heaven And Hell,"



Sing me a song, you're a singer
Do me a wrong, you're a bringer of evil
The Devil is never a maker
The less that you give, you're a taker
So it's on and on and on, it's Heaven and Hell, oh well
The lover of life's not a sinner
The ending is just a beginner
The closer you get to the meaning
the sooner you'll know that you're dreaming
So it's on and on and on, oh it's on and on and on
It goes on and on and on, Heaven and Hell
I can tell, fool, fool!
Well if it seems to be real, it's illusion
For every moment of truth, there's confusion in life
Love can be seen as the answer, but nobody bleeds for the dancer
And it's on and on, on and on and on....
They say that life's a carousel
Spinning fast, you've got to ride it well
The world is full of Kings and Queens
Who blind your eyes and steal your dreams
It's Heaven and Hell, oh well
And they'll tell you black is really white
The moon is just the sun at night
And when you walk in golden halls
You get to keep the gold that falls
It's Heaven and Hell, oh no!
Fool, fool!
You've got to bleed for the dancer!
Fool, fool!
Look for the answer!
Fool, fool, fool!


",3.0
67,Wishing Well,"



Throw me a penny and I'll make you a dream
You find that life's not always what it seems, no no
Then think of a rainbow and I'll make it come real
Roll me, I'm a never ending wheel
I'll give you a star
So you know just where you are
Don't you know that I might be
Your wishing well
Your wishing well
Look in the water, tell me what do you see
Reflections of the love you give to me
Love isn't money, it's not something you buy
So let me fill myself with tears you cry, why?
Time is a never ending journey
Love is a never ending smile
Give me a sign to build a dream on
Dream on...
Yeah, Throw me a penny and I'll make you a dream
You find that life's not always what it seems, no no
Love isn't money, it's not something you buy
So let me fill myself with tears you cry
I'll give you a star
So you know just where you are
Someday, some way, you'll feel the things I say
Dream for a while
Of the things that make you smile
'Cause you know
Don't you know
Oh, you know
That I'm your wishing well
Your wishing well
Your wishing well
I wish you well
I'm your wishing well


",4.0
